year,unit,section,bucks,does,fawns,total_harvest,total_hunters,pct_success,rec_days
2023,87,all,48,44,9,100,581,17,3639
2023,88,all,33,16,2,51,172,30,591
2023,89,all,31,15,2,49,215,23,972
2023,90,all,12,14,2,28,76,37,273
2023,91,all,48,58,12,118,365,32,1945
2023,92,all,38,29,2,69,299,23,1800
2023,93,all,53,72,7,132,528,25,2930
2023,94,all,83,16,0,99,231,43,1118
2023,95,all,19,30,3,52,188,28,1192
2023,951,all,54,44,0,98,337,29,1544
2023,96,all,64,69,11,145,658,22,4360
2023,97,all,24,15,2,41,92,45,329
2023,98,all,101,70,0,172,405,42,1762
2023,99,all,97,51,13,160,487,33,2652
2023,100,all,23,28,8,59,181,33,739
2023,101,all,89,54,6,148,418,35,1904
2023,102,all,78,23,0,101,277,36,1203
2023,103,all,16,52,35,104,346,30,1553
2023,104,all,195,244,7,446,1078,41,8006
2023,105,all,275,120,11,406,842,48,3829
2023,106,all,66,16,3,85,173,49,614
2023,107,all,98,50,2,151,380,40,1251
2023,109,all,59,43,9,112,451,25,1943
2023,110,all,76,46,3,125,291,43,2111
2023,111,all,33,15,2,50,130,38,661
2023,112,all,45,13,0,58,142,41,663
2023,113,all,19,4,0,23,90,25,355
2023,114,all,23,2,2,28,69,40,215
2023,115,all,21,8,2,30,80,38,305
2023,116,all,61,24,2,88,294,30,1144
2023,117,all,36,18,0,53,149,36,548
2023,118,all,32,11,0,43,113,38,498
2023,119,all,26,20,4,50,159,31,544
2023,120,all,19,13,3,35,95,37,280
2023,121,all,30,15,0,45,105,43,387
2023,122,all,84,19,0,104,276,38,1454
2023,123,all,20,13,0,34,82,41,512
2023,124,all,26,0,0,26,70,37,256
2023,125,all,52,21,0,72,264,27,1888
2023,126,all,57,29,5,91,213,43,1218
2023,127,all,58,31,5,95,290,33,1220
2023,128,all,53,19,3,76,183,42,940
2023,129,all,57,43,4,104,219,47,1420
2023,130,all,29,11,0,40,100,40,660
2023,132,all,47,13,0,59,183,32,760
2023,133,all,5,5,0,10,27,37,107
2023,134,all,27,25,0,52,99,53,766
2023,135,all,11,17,2,30,103,29,497
2023,136,all,43,21,1,66,139,47,579
2023,137,all,45,9,0,54,96,56,308
2023,138,all,5,6,0,11,30,36,69
2023,139,all,79,10,1,90,216,42,1407
2023,140,all,59,0,0,59,203,29,897
2023,141,all,15,7,0,22,35,63,122
2023,142,all,37,17,0,54,83,64,495
2023,143,all,15,3,0,19,55,34,238
2023,144,all,51,20,2,73,155,47,582
2023,145,all,14,7,0,21,52,40,257
2023,146,all,48,15,0,64,204,31,1523
2023,147,all,35,5,2,42,87,48,332
2023,2,rifle_all,26,0,0,26,40,66,182
2023,201,rifle_all,43,0,0,43,45,94,167
2023,3,rifle_all,341,22,2,365,901,40,3395
2023,301,rifle_all,222,6,0,229,506,45,1607
2023,4,rifle_all,243,56,0,299,533,56,2044
2023,441,rifle_all,70,8,0,78,165,47,563
2023,5,rifle_all,51,12,2,65,110,59,356
2023,6,rifle_all,78,1,0,79,148,53,623
2023,7,rifle_all,61,22,3,86,500,17,1958
2023,8,rifle_all,81,34,0,115,547,21,2080
2023,9,rifle_all,59,36,0,95,168,56,1295
2023,10,rifle_all,25,0,0,25,27,93,111
2023,11,rifle_all,212,11,2,225,484,47,1863
2023,211,rifle_all,271,8,0,280,523,53,2039
2023,12,rifle_all,140,5,0,145,440,33,1776
2023,13,rifle_all,92,15,0,107,212,51,840
2023,131,rifle_all,9,2,0,11,39,29,154
2023,231,rifle_all,5,0,0,5,36,15,162
2023,14,rifle_all,2,0,0,2,54,5,231
2023,214,rifle_all,7,1,0,8,37,22,124
2023,15,rifle_all,290,61,12,363,951,38,4211
2023,16,rifle_all,22,0,0,22,94,24,427
2023,161,rifle_all,67,1,0,68,154,44,754
2023,17,rifle_all,10,0,0,10,89,11,391
2023,171,rifle_all,14,3,0,16,102,16,476
2023,18,rifle_all,283,22,12,317,1154,27,4911
2023,181,rifle_all,34,3,0,37,393,10,1678
2023,19,rifle_all,211,36,0,247,687,36,2208
2023,191,rifle_all,399,119,10,528,1129,47,3288
2023,20,rifle_all,556,172,17,746,1599,47,9782
2023,21,rifle_all,334,0,0,334,374,89,1527
2023,22,rifle_all,272,21,6,299,395,76,1658
2023,23,rifle_all,122,9,0,131,359,37,1581
2023,24,rifle_all,21,0,0,21,147,14,566
2023,25,rifle_all,252,32,9,293,799,37,3711
2023,26,rifle_all,144,42,3,188,438,43,1782
2023,27,rifle_all,43,8,0,51,432,12,1472
2023,28,rifle_all,104,21,5,130,755,17,2838
2023,29,rifle_all,106,88,8,202,706,29,2948
2023,30,rifle_all,101,13,0,114,165,69,623
2023,31,rifle_all,217,0,0,217,374,58,1612
2023,32,rifle_all,41,0,0,41,88,46,250
2023,33,rifle_all,298,25,0,323,908,36,4623
2023,34,rifle_all,104,4,0,108,517,21,2181
2023,35,rifle_all,256,39,4,299,763,39,2880
2023,36,rifle_all,209,30,4,243,657,37,2351
2023,361,rifle_all,42,4,0,46,179,26,800
2023,37,rifle_all,83,21,0,104,453,23,1618
2023,371,rifle_all,0,6,0,6,111,6,324
2023,38,rifle_all,150,73,11,234,1072,22,5809
2023,39,rifle_all,72,15,16,103,371,28,1945
2023,391,rifle_all,80,18,0,98,253,39,2540
2023,40,rifle_all,209,0,0,209,277,75,1085
2023,41,rifle_all,176,16,0,192,459,42,1777
2023,411,rifle_all,90,80,9,180,335,54,1375
2023,42,rifle_all,422,2,0,424,727,58,2771
2023,421,rifle_all,268,5,0,273,513,53,2027
2023,43,rifle_all,165,22,0,187,449,42,1940
2023,44,rifle_all,71,26,0,96,153,63,672
2023,444,rifle_all,171,33,9,213,502,42,2112
2023,45,rifle_all,43,4,0,47,162,29,526
2023,46,rifle_all,49,19,2,70,258,27,1005
2023,461,rifle_all,155,30,6,192,395,49,2747
2023,47,rifle_all,72,0,0,72,168,43,769
2023,471,rifle_all,16,0,0,16,51,31,158
2023,48,rifle_all,63,2,0,66,143,46,565
2023,481,rifle_all,71,42,0,113,192,59,691
2023,49,rifle_all,287,35,0,322,580,56,1911
2023,50,rifle_all,65,0,0,65,171,38,595
2023,500,rifle_all,7,0,0,7,48,15,171
2023,501,rifle_all,154,50,8,212,346,61,1105
2023,51,rifle_all,203,63,0,266,414,64,1833
2023,511,rifle_all,150,55,0,205,364,56,1239
2023,512,rifle_all,15,7,0,22,25,87,32
2023,52,rifle_all,397,103,5,505,866,58,3579
2023,521,rifle_all,120,3,0,124,340,36,1450
2023,53,rifle_all,233,17,0,250,318,79,1436
2023,54,rifle_all,234,48,0,282,483,58,2165
2023,55,rifle_all,261,136,5,402,551,73,2232
2023,551,rifle_all,131,82,7,219,352,62,1521
2023,56,rifle_all,80,6,2,88,207,42,842
2023,561,rifle_all,46,0,0,46,133,34,572
2023,57,rifle_all,88,26,0,114,220,52,631
2023,58,rifle_all,210,9,2,221,396,56,1333
2023,581,rifle_all,183,28,0,210,379,55,1366
2023,59,rifle_all,31,0,2,34,98,34,365
2023,591,rifle_all,62,24,0,87,179,49,1049
2023,60,rifle_all,100,8,0,107,168,64,801
2023,61,rifle_all,112,0,0,112,177,64,817
2023,62,rifle_all,533,37,1,572,1095,52,5218
2023,63,rifle_all,230,22,3,254,327,78,1310
2023,64,rifle_all,160,7,0,167,331,50,1347
2023,65,rifle_all,268,5,0,273,541,50,2201
2023,66,rifle_all,174,109,2,285,384,74,1420
2023,67,rifle_all,186,136,0,322,429,75,1811
2023,68,rifle_all,174,6,0,180,351,51,1519
2023,681,rifle_all,146,1,0,147,272,54,1115
2023,682,rifle_all,10,0,0,10,13,76,27
2023,69,rifle_all,351,81,0,433,851,51,2815
2023,691,rifle_all,60,0,0,60,113,53,419
2023,70,rifle_all,727,15,0,742,953,78,4280
2023,71,rifle_all,88,0,0,88,273,32,1096
2023,711,rifle_all,379,0,0,379,611,62,2906
2023,72,rifle_all,391,91,0,482,784,62,2730
2023,73,rifle_all,217,12,0,229,458,50,1811
2023,74,rifle_all,70,0,0,70,179,39,749
2023,741,rifle_all,140,16,0,156,316,50,1329
2023,75,rifle_all,312,66,5,382,689,55,2762
2023,751,rifle_all,222,42,2,266,507,52,1971
2023,76,rifle_all,27,0,0,27,44,61,196
2023,77,rifle_all,315,21,0,336,759,44,3141
2023,771,rifle_all,275,43,2,320,528,61,2157
2023,78,rifle_all,456,18,2,476,728,65,2947
2023,79,rifle_all,153,29,0,181,247,73,998
2023,791,rifle_all,0,11,0,11,17,67,55
2023,80,rifle_all,218,2,0,220,385,57,1650
2023,81,rifle_all,132,28,1,161,286,56,1012
2023,82,rifle_all,140,2,1,143,303,47,1312
2023,83,rifle_all,53,6,0,59,73,81,274
2023,84,rifle_all,318,100,5,423,906,47,3481
2023,85,rifle_all,309,64,0,373,693,54,3299
2023,851,rifle_all,62,2,0,65,123,53,707
2023,86,rifle_all,146,26,0,172,340,50,1147
2023,861,rifle_all,32,0,0,32,50,64,195
2023,87,rifle_all,48,40,9,97,545,18,3350
2023,88,rifle_all,31,14,2,47,146,32,524
2023,89,rifle_all,29,15,2,46,188,25,745
2023,90,rifle_all,7,14,2,23,62,37,217
2023,91,rifle_all,30,49,9,88,265,33,1286
2023,92,rifle_all,23,27,2,53,216,24,1142
2023,93,rifle_all,46,72,5,122,488,25,2653
2023,94,rifle_all,48,11,0,59,156,38,622
2023,95,rifle_all,19,28,3,50,169,29,792
2023,951,rifle_all,43,44,0,87,255,34,1050
2023,96,rifle_all,52,64,9,125,509,25,2980
2023,97,rifle_all,22,15,0,38,80,47,284
2023,98,rifle_all,88,68,0,156,349,45,1315
2023,99,rifle_all,81,51,13,144,392,37,1655
2023,100,rifle_all,23,24,4,51,156,33,592
2023,101,rifle_all,74,52,6,132,339,39,1436
2023,102,rifle_all,64,23,0,87,202,43,775
2023,103,rifle_all,10,50,29,88,237,37,922
2023,104,rifle_all,86,228,7,322,689,47,4712
2023,105,rifle_all,233,112,11,356,684,52,2519
2023,106,rifle_all,60,16,3,79,152,52,516
2023,107,rifle_all,92,49,2,143,354,40,1159
2023,109,rifle_all,49,40,9,98,350,28,1340
2023,110,rifle_all,46,37,3,86,141,61,553
2023,111,rifle_all,18,13,2,33,88,37,320
2023,112,rifle_all,29,10,0,39,78,50,219
2023,113,rifle_all,15,4,0,18,63,29,185
2023,114,rifle_all,21,2,2,26,62,41,196
2023,115,rifle_all,11,8,2,21,59,35,167
2023,116,rifle_all,61,21,2,84,238,35,799
2023,117,rifle_all,36,18,0,53,133,40,480
2023,118,rifle_all,23,11,0,34,70,48,245
2023,119,rifle_all,26,16,4,46,82,56,251
2023,120,rifle_all,12,12,3,27,70,39,220
2023,121,rifle_all,27,15,0,42,80,52,296
2023,122,rifle_all,76,15,0,91,172,53,606
2023,123,rifle_all,8,13,0,21,41,51,116
2023,124,rifle_all,26,0,0,26,61,42,164
2023,125,rifle_all,25,16,0,41,124,33,436
2023,126,rifle_all,55,24,2,81,160,51,618
2023,127,rifle_all,56,23,5,85,190,45,620
2023,128,rifle_all,28,16,0,44,99,45,328
2023,129,rifle_all,43,35,4,82,141,58,473
2023,130,rifle_all,23,9,0,33,63,52,206
2023,132,rifle_all,40,8,0,48,112,43,404
2023,133,rifle_all,5,5,0,10,27,37,107
2023,134,rifle_all,22,17,0,40,58,68,203
2023,135,rifle_all,7,17,2,27,63,42,207
2023,136,rifle_all,35,21,1,57,110,52,407
2023,137,rifle_all,45,9,0,54,88,61,274
2023,138,rifle_all,5,6,0,11,28,38,64
2023,139,rifle_all,68,9,1,78,176,44,697
2023,140,rifle_all,36,0,0,36,137,27,446
2023,141,rifle_all,12,6,0,18,23,78,72
2023,142,rifle_all,19,12,0,31,33,95,199
2023,143,rifle_all,15,2,0,18,53,33,228
2023,144,rifle_all,42,20,2,65,132,49,470
2023,145,rifle_all,6,1,0,7,25,28,79
2023,146,rifle_all,36,10,0,47,97,48,385
2023,147,rifle_all,33,5,0,38,72,54,246
2023,7,rifle_high_country,0,0,0,0,11,0,59
2023,12,rifle_high_country,0,0,0,0,3,0,15
2023,231,rifle_high_country,0,0,0,0,2,0,8
2023,14,rifle_high_country,0,0,0,0,18,0,95
2023,16,rifle_high_country,20,0,0,20,49,42,191
2023,161,rifle_high_country,27,0,0,27,60,45,246
2023,17,rifle_high_country,10,0,0,10,42,23,178
2023,171,rifle_high_country,12,0,0,12,32,37,140
2023,24,rifle_high_country,2,0,0,2,4,50,7
2023,25,rifle_high_country,0,0,0,0,2,0,5
2023,26,rifle_high_country,0,0,0,0,2,0,12
2023,36,rifle_high_country,4,0,0,4,9,51,35
2023,43,rifle_high_country,12,0,0,12,28,41,115
2023,44,rifle_high_country,1,0,0,1,1,100,5
2023,444,rifle_high_country,2,0,0,2,3,56,9
2023,45,rifle_high_country,3,0,0,3,8,35,35
2023,47,rifle_high_country,7,0,0,7,27,28,103
2023,471,rifle_high_country,16,0,0,16,30,54,117
2023,48,rifle_high_country,9,0,0,9,17,54,60
2023,481,rifle_high_country,5,0,0,5,5,100,10
2023,56,rifle_high_country,2,0,0,2,3,50,8
2023,65,rifle_high_country,21,0,0,21,25,83,72
2023,74,rifle_high_country,22,0,0,22,26,85,75
2023,82,rifle_high_country,6,0,0,6,14,41,42
2023,86,rifle_high_country,14,0,0,14,27,51,128
2023,861,rifle_high_country,0,0,0,0,4,0,14
2023,88,rifle_plains,31,14,2,47,146,32,524
2023,89,rifle_plains,29,15,2,46,188,25,745
2023,90,rifle_plains,7,14,2,23,62,37,217
2023,91,rifle_plains,30,21,5,57,186,30,738
2023,92,rifle_plains,23,6,0,29,145,20,568
2023,93,rifle_plains,31,32,0,63,106,59,411
2023,94,rifle_plains,48,11,0,59,156,38,622
2023,95,rifle_plains,19,23,3,45,164,27,784
2023,951,rifle_plains,43,44,0,87,255,34,1050
2023,96,rifle_plains,52,6,6,65,342,19,1561
2023,97,rifle_plains,22,15,0,38,80,47,284
2023,98,rifle_plains,88,68,0,156,349,45,1315
2023,99,rifle_plains,81,47,13,140,386,36,1640
2023,100,rifle_plains,23,24,4,51,156,33,592
2023,101,rifle_plains,43,22,2,67,104,64,360
2023,102,rifle_plains,63,23,0,86,201,43,772
2023,103,rifle_plains,9,27,11,47,170,27,699
2023,104,rifle_plains,72,24,7,103,293,35,1217
2023,105,rifle_plains,226,91,11,328,594,55,2287
2023,106,rifle_plains,58,16,3,77,146,53,500
2023,107,rifle_plains,81,32,2,116,232,50,809
2023,109,rifle_plains,38,30,7,74,198,37,846
2023,110,rifle_plains,44,37,3,84,127,66,489
2023,111,rifle_plains,16,12,2,29,69,42,246
2023,112,rifle_plains,26,10,0,36,48,74,133
2023,113,rifle_plains,15,4,0,18,43,42,138
2023,114,rifle_plains,21,0,2,23,58,41,179
2023,115,rifle_plains,11,4,2,18,49,36,131
2023,116,rifle_plains,49,6,0,55,138,40,524
2023,117,rifle_plains,36,14,0,49,104,47,401
2023,118,rifle_plains,23,11,0,34,70,48,245
2023,119,rifle_plains,23,5,0,28,54,52,159
2023,120,rifle_plains,12,9,3,25,50,50,157
2023,121,rifle_plains,27,13,0,39,74,53,281
2023,122,rifle_plains,66,14,0,80,147,55,539
2023,123,rifle_plains,8,13,0,21,41,51,116
2023,124,rifle_plains,26,0,0,26,53,48,135
2023,125,rifle_plains,21,7,0,28,68,41,204
2023,126,rifle_plains,33,11,2,46,88,52,325
2023,127,rifle_plains,42,14,5,61,123,50,450
2023,128,rifle_plains,23,6,0,29,71,41,239
2023,129,rifle_plains,25,22,4,51,91,56,279
2023,130,rifle_plains,21,9,0,30,54,56,180
2023,132,rifle_plains,32,5,0,37,78,48,280
2023,133,rifle_plains,5,3,0,8,22,35,86
2023,134,rifle_plains,18,2,0,19,31,63,127
2023,135,rifle_plains,7,9,0,16,37,43,146
2023,136,rifle_plains,21,3,0,25,54,45,212
2023,137,rifle_plains,45,9,0,54,83,64,252
2023,138,rifle_plains,5,5,0,9,27,34,63
2023,139,rifle_plains,44,7,0,52,90,58,305
2023,141,rifle_plains,7,6,0,13,18,73,57
2023,142,rifle_plains,19,12,0,31,33,95,199
2023,143,rifle_plains,15,2,0,18,48,36,203
2023,144,rifle_plains,40,19,2,61,113,54,421
2023,145,rifle_plains,6,1,0,7,17,42,50
2023,146,rifle_plains,33,9,0,42,76,55,292
2023,147,rifle_plains,29,3,0,32,54,60,181
2023,301,ranching,23,1,0,24,39,62,130
2023,4,ranching,40,5,0,45,55,82,157
2023,441,ranching,3,1,0,4,5,80,5
2023,5,ranching,18,3,0,21,24,88,69
2023,6,ranching,1,0,0,1,4,25,24
2023,10,ranching,1,0,0,1,1,100,5
2023,11,ranching,4,0,0,4,8,50,20
2023,211,ranching,24,0,0,24,30,80,68
2023,214,ranching,2,1,0,3,4,75,6
2023,23,ranching,7,1,0,8,8,100,10
2023,25,ranching,24,5,1,30,47,64,160
2023,40,ranching,10,0,0,10,14,71,56
2023,851,ranching,10,0,0,10,13,77,35
2023,104,ranching,12,9,0,21,25,84,74
2023,136,ranching,14,16,0,30,42,71,152
2023,6,early_late,4,1,0,5,12,45,31
2023,7,early_late,0,0,0,0,11,0,59
2023,9,early_late,59,29,0,88,155,57,1275
2023,12,early_late,0,0,0,0,3,0,15
2023,231,early_late,0,0,0,0,2,0,8
2023,14,early_late,0,0,0,0,18,0,95
2023,16,early_late,3,0,0,3,9,39,27
2023,161,early_late,5,1,0,6,11,53,43
2023,171,early_late,0,3,0,3,3,100,3
2023,19,early_late,0,7,0,7,41,18,164
2023,191,early_late,0,43,4,47,62,76,133
2023,20,early_late,333,160,16,509,1038,49,7708
2023,24,early_late,2,0,0,2,4,50,7
2023,25,early_late,0,0,0,0,2,0,5
2023,26,early_late,0,0,0,0,2,0,12
2023,29,early_late,27,45,0,72,195,37,1228
2023,33,early_late,0,18,0,18,32,56,291
2023,36,early_late,4,0,0,4,9,51,35
2023,38,early_late,61,63,6,130,557,23,4227
2023,39,early_late,0,6,11,17,78,21,892
2023,391,early_late,73,18,0,91,240,38,2491
2023,411,early_late,0,77,9,87,126,69,646
2023,43,early_late,12,0,0,12,28,41,115
2023,44,early_late,1,0,0,1,1,100,5
2023,444,early_late,2,0,0,2,3,56,9
2023,45,early_late,3,0,0,3,8,35,35
2023,46,early_late,0,6,0,6,17,32,17
2023,461,early_late,146,30,6,182,379,48,2709
2023,47,early_late,7,0,0,7,27,28,103
2023,471,early_late,16,0,0,16,30,54,117
2023,48,early_late,11,2,0,14,31,44,111
2023,481,early_late,5,14,0,19,22,83,117
2023,51,early_late,64,63,0,126,180,70,1069
2023,511,early_late,0,0,0,0,14,0,106
2023,52,early_late,31,103,5,139,234,59,1081
2023,521,early_late,3,3,0,6,19,33,92
2023,53,early_late,0,17,0,17,30,56,200
2023,54,early_late,0,5,0,5,12,39,47
2023,55,early_late,0,2,2,4,12,33,43
2023,551,early_late,0,0,0,0,9,0,77
2023,56,early_late,2,0,0,2,6,29,13
2023,58,early_late,0,0,0,0,5,0,7
2023,581,early_late,0,0,0,0,7,0,12
2023,59,early_late,0,0,2,2,38,6,168
2023,591,early_late,62,24,0,87,179,49,1049
2023,62,early_late,28,6,0,34,89,38,281
2023,63,early_late,0,22,3,25,35,71,96
2023,64,early_late,0,2,0,2,20,11,79
2023,65,early_late,30,2,0,32,40,79,114
2023,69,early_late,12,10,0,22,36,60,163
2023,691,early_late,0,0,0,0,2,0,2
2023,72,early_late,0,34,0,34,41,85,178
2023,73,early_late,0,12,0,12,16,80,34
2023,74,early_late,22,0,0,22,26,85,75
2023,75,early_late,0,29,5,34,58,58,380
2023,751,early_late,0,10,0,10,10,100,53
2023,77,early_late,0,3,0,3,7,50,20
2023,771,early_late,0,25,2,27,40,67,310
2023,78,early_late,0,3,0,3,5,67,52
2023,79,early_late,0,21,0,21,36,57,160
2023,791,early_late,0,11,0,11,17,67,55
2023,82,early_late,6,0,0,6,14,41,42
2023,84,early_late,10,17,2,29,196,15,945
2023,85,early_late,2,7,0,10,60,16,397
2023,851,early_late,2,2,0,5,24,20,322
2023,86,early_late,14,0,0,14,37,38,172
2023,861,early_late,2,0,0,2,8,29,24
2023,87,early_late,12,3,0,15,79,18,360
2023,88,early_late,11,6,2,19,81,23,296
2023,89,early_late,5,13,2,20,102,20,407
2023,90,early_late,0,9,2,11,35,30,131
2023,91,early_late,20,8,5,33,102,33,478
2023,92,early_late,14,3,0,17,94,18,371
2023,93,early_late,17,12,0,29,51,57,211
2023,94,early_late,24,0,0,24,77,31,371
2023,95,early_late,6,10,0,16,89,18,467
2023,951,early_late,22,15,0,37,118,31,580
2023,96,early_late,23,2,2,28,211,13,1060
2023,97,early_late,11,15,0,26,45,57,177
2023,98,early_late,50,24,0,75,183,41,794
2023,99,early_late,38,13,13,63,194,33,857
2023,100,early_late,11,11,0,22,83,26,302
2023,101,early_late,25,14,0,39,59,66,192
2023,102,early_late,56,14,0,71,170,42,654
2023,103,early_late,2,29,20,51,136,38,514
2023,104,early_late,40,14,4,57,165,34,641
2023,105,early_late,75,55,7,137,268,51,879
2023,106,early_late,12,7,3,22,39,55,132
2023,107,early_late,47,21,0,68,165,41,576
2023,109,early_late,28,15,5,47,186,26,691
2023,116,early_late,28,7,0,34,110,31,420
2023,117,early_late,11,5,0,16,78,20,254
2023,122,early_late,30,7,0,38,73,51,283
2023,125,early_late,16,4,0,20,53,38,220
2023,126,early_late,30,15,0,45,90,51,391
2023,127,early_late,24,11,3,38,92,41,325
2023,129,early_late,16,14,0,31,46,67,154
2023,130,early_late,13,4,0,16,34,48,112
2023,132,early_late,21,0,0,21,57,37,209
2023,136,early_late,3,3,1,8,22,34,58
2023,137,early_late,40,9,0,50,78,64,242
2023,138,early_late,5,6,0,11,20,54,45
2023,139,early_late,34,7,0,42,84,50,360
2023,140,early_late,0,0,0,0,3,0,16
2023,141,early_late,5,6,0,11,14,78,33
2023,142,early_late,19,12,0,31,33,95,199
2023,143,early_late,13,2,0,15,42,37,184
2023,144,early_late,31,15,2,48,84,57,316
2023,145,early_late,3,1,0,5,14,35,38
2023,146,early_late,21,2,0,23,49,47,233
2023,147,early_late,10,1,0,11,21,52,57
2023,2,rifle_2nd,14,0,0,14,21,66,103
2023,201,rifle_2nd,23,0,0,23,23,100,78
2023,3,rifle_2nd,128,13,0,141,343,41,1311
2023,301,rifle_2nd,62,4,0,65,163,40,447
2023,4,rifle_2nd,70,24,0,94,198,47,809
2023,441,rifle_2nd,30,7,0,38,74,51,251
2023,5,rifle_2nd,10,5,2,17,42,41,121
2023,6,rifle_2nd,36,0,0,36,86,42,398
2023,7,rifle_2nd,32,7,3,42,234,18,943
2023,8,rifle_2nd,22,27,0,49,251,19,932
2023,9,rifle_2nd,0,3,0,3,6,50,10
2023,10,rifle_2nd,14,0,0,14,16,88,77
2023,11,rifle_2nd,71,0,2,73,188,39,797
2023,211,rifle_2nd,93,0,0,93,194,48,731
2023,12,rifle_2nd,44,0,0,44,149,29,592
2023,13,rifle_2nd,48,0,0,48,93,52,408
2023,131,rifle_2nd,9,2,0,11,25,46,100
2023,231,rifle_2nd,5,0,0,5,25,22,106
2023,14,rifle_2nd,2,0,0,2,26,9,104
2023,214,rifle_2nd,5,0,0,5,23,22,75
2023,15,rifle_2nd,151,36,3,190,544,35,2449
2023,16,rifle_2nd,19,0,0,19,70,27,324
2023,161,rifle_2nd,41,0,0,41,106,39,539
2023,17,rifle_2nd,10,0,0,10,68,14,294
2023,171,rifle_2nd,14,0,0,14,65,21,324
2023,18,rifle_2nd,115,12,0,127,614,21,2739
2023,181,rifle_2nd,13,3,0,17,173,10,816
2023,19,rifle_2nd,77,6,0,83,233,36,827
2023,191,rifle_2nd,140,55,3,199,424,47,1307
2023,20,rifle_2nd,57,4,1,62,174,36,714
2023,21,rifle_2nd,268,0,0,268,292,92,1206
2023,22,rifle_2nd,133,9,1,143,184,78,799
2023,23,rifle_2nd,61,0,0,61,162,38,773
2023,24,rifle_2nd,15,0,0,15,64,23,280
2023,25,rifle_2nd,127,20,5,151,410,37,1956
2023,26,rifle_2nd,50,17,3,70,204,34,892
2023,27,rifle_2nd,19,0,0,19,234,8,857
2023,28,rifle_2nd,34,9,5,48,395,12,1634
2023,29,rifle_2nd,21,13,5,38,201,19,789
2023,30,rifle_2nd,58,6,0,64,90,72,315
2023,31,rifle_2nd,93,0,0,93,145,64,587
2023,32,rifle_2nd,21,0,0,21,49,44,155
2023,33,rifle_2nd,163,0,0,163,393,41,1808
2023,34,rifle_2nd,36,2,0,38,253,15,1106
2023,35,rifle_2nd,146,21,0,167,428,39,1639
2023,36,rifle_2nd,106,21,4,131,350,38,1270
2023,361,rifle_2nd,22,4,0,26,114,23,559
2023,37,rifle_2nd,56,3,0,59,188,31,690
2023,371,rifle_2nd,0,0,0,0,41,0,101
2023,38,rifle_2nd,20,3,0,23,163,14,612
2023,39,rifle_2nd,18,3,3,23,93,24,324
2023,391,rifle_2nd,2,0,0,2,5,33,23
2023,40,rifle_2nd,107,0,0,107,130,82,484
2023,41,rifle_2nd,93,0,0,93,265,35,1107
2023,411,rifle_2nd,60,0,0,60,135,44,466
2023,42,rifle_2nd,254,2,0,256,484,53,2041
2023,421,rifle_2nd,189,5,0,194,396,49,1515
2023,43,rifle_2nd,104,9,0,113,249,45,1139
2023,44,rifle_2nd,41,15,0,55,101,55,476
2023,444,rifle_2nd,92,22,2,116,317,36,1334
2023,45,rifle_2nd,37,4,0,42,128,32,423
2023,46,rifle_2nd,5,8,0,13,86,15,405
2023,461,rifle_2nd,2,0,0,2,2,100,2
2023,47,rifle_2nd,49,0,0,49,112,44,580
2023,471,rifle_2nd,0,0,0,0,14,0,22
2023,48,rifle_2nd,24,0,0,24,77,32,339
2023,481,rifle_2nd,26,13,0,39,91,43,331
2023,49,rifle_2nd,169,18,0,187,359,52,1258
2023,50,rifle_2nd,24,0,0,24,88,28,316
2023,500,rifle_2nd,7,0,0,7,33,21,112
2023,501,rifle_2nd,57,21,8,86,160,54,553
2023,51,rifle_2nd,43,0,0,43,92,47,319
2023,511,rifle_2nd,68,28,0,97,169,57,560
2023,52,rifle_2nd,167,0,0,167,334,50,1489
2023,521,rifle_2nd,75,0,0,75,216,35,1016
2023,53,rifle_2nd,133,0,0,133,169,78,738
2023,54,rifle_2nd,165,15,0,180,343,53,1608
2023,55,rifle_2nd,167,73,3,243,348,70,1438
2023,551,rifle_2nd,92,49,7,148,245,61,1056
2023,56,rifle_2nd,36,0,0,36,118,31,466
2023,561,rifle_2nd,30,0,0,30,75,41,350
2023,57,rifle_2nd,53,11,0,65,109,60,310
2023,58,rifle_2nd,122,7,0,129,253,51,881
2023,581,rifle_2nd,79,0,0,79,146,54,485
2023,59,rifle_2nd,19,0,0,19,32,60,109
2023,60,rifle_2nd,50,3,0,53,79,67,410
2023,61,rifle_2nd,56,0,0,56,87,64,380
2023,62,rifle_2nd,262,5,0,266,478,56,2385
2023,63,rifle_2nd,107,0,0,107,155,69,737
2023,64,rifle_2nd,82,0,0,82,169,48,729
2023,65,rifle_2nd,105,0,0,105,267,39,1117
2023,66,rifle_2nd,120,62,2,183,259,71,916
2023,67,rifle_2nd,126,77,0,204,281,72,1246
2023,68,rifle_2nd,92,0,0,92,174,53,781
2023,681,rifle_2nd,89,0,0,89,164,54,748
2023,682,rifle_2nd,0,0,0,0,3,0,6
2023,69,rifle_2nd,204,16,0,220,451,49,1526
2023,691,rifle_2nd,35,0,0,35,80,44,317
2023,70,rifle_2nd,321,10,0,330,447,74,2032
2023,71,rifle_2nd,41,0,0,41,109,37,433
2023,711,rifle_2nd,140,0,0,140,236,59,1134
2023,72,rifle_2nd,151,21,0,172,289,60,1001
2023,73,rifle_2nd,85,0,0,85,171,50,799
2023,74,rifle_2nd,22,0,0,22,86,25,395
